"id","commodity__sid","commodity__code","commodity__suffix","commodity__description","commodity__validity_start","commodity__validity_end","parent__sid","parent__code","parent__suffix"
"14786","42350","5702000000","80","Carpets and other textile floor coverings, woven, not tufted or flocked, whether or not made up, including 'Kelem', 'Schumacks', 'Karamanie' and similar hand-woven rugs","1972-01-01","#NA","38920","3915000000","10"
"14787","42351","5702100000","80","'Kelem', 'Schumacks', 'Karamanie' and similar hand-woven rugs","1972-01-01","#NA","42350","5702000000","80"
"14788","42352","5702200000","80","Floor coverings of coconut fibres (coir)","1972-01-01","#NA","42350","5702000000","80"
"14789","42353","5702310000","10","Other, of pile construction, not made up","1972-01-01","#NA","42350","5702000000","80"
"14790","42354","5702310000","80","Of wool or fine animal hair","1972-01-01","#NA","42353","5702310000","10"
"14791","80972","5702311000","80","Axminster carpets","2005-01-01","#NA","42354","5702310000","80"
"14792","81077","5702318000","80","Other","2005-01-01","#NA","42354","5702310000","80"
"14793","42358","5702320000","80","Of man-made textile materials","1972-01-01","#NA","42353","5702310000","10"
"14794","42361","5702390000","80","Of other textile materials","1972-01-01","#NA","42353","5702310000","10"
"14795","80884","5702390010","80","Of jute or of other textile bast fibres falling within heading  5303","2005-01-01","#NA","42361","5702390000","80"
"14796","80885","5702390020","80","Of sisal, of other fibres of the genus Agave or of Manila hemp","2005-01-01","#NA","42361","5702390000","80"
"14797","80886","5702390030","80","Of cotton","2005-01-01","#NA","42361","5702390000","80"
"14798","80887","5702390090","80","Other","2005-01-01","#NA","42361","5702390000","80"
"14799","42367","5702410000","10","Other, of pile construction, made up","1972-01-01","#NA","42350","5702000000","80"
"14800","42368","5702410000","80","Of wool or fine animal hair","1972-01-01","#NA","42367","5702410000","10"
"14801","87036","5702411000","80","Axminster carpets","2007-01-01","#NA","42368","5702410000","80"
"14802","87037","5702419000","80","Other","2007-01-01","#NA","42368","5702410000","80"
"14803","42371","5702420000","80","Of man-made textile materials","1972-01-01","#NA","42367","5702410000","10"
"14804","42374","5702490000","80","Of other textile materials","1972-01-01","#NA","42367","5702410000","10"
"14805","80889","5702490020","80","Of jute or of other textile bast fibres falling within heading  5303","2005-01-01","#NA","42374","5702490000","80"
"14806","80890","5702490030","80","Of sisal, of other fibres of the genus Agave or of Manila hemp","2005-01-01","#NA","42374","5702490000","80"
"14807","80891","5702490090","80","Other","2005-01-01","#NA","42374","5702490000","80"
"14808","87080","5702500000","80","Other, not of pile construction, not made up","2007-01-01","#NA","42350","5702000000","80"
"14809","87081","5702501000","80","Of wool or fine animal hair","2007-01-01","#NA","87080","5702500000","80"
"14810","87084","5702503100","10","Of man-made textile materials","2007-01-01","#NA","87080","5702500000","80"
"14811","87086","5702503100","80","Of polypropylene","2007-01-01","#NA","87084","5702503100","10"
"14812","87088","5702503900","80","Other","2007-01-01","#NA","87084","5702503100","10"
"14813","87092","5702509000","80","Of other textile materials","2007-01-01","#NA","87080","5702500000","80"
"14814","87093","5702509010","80","Of jute or of other textile bast fibres falling within heading  5303","2007-01-01","#NA","87092","5702509000","80"
"14815","87110","5702509030","80","Of sisal, of other fibres of the genus Agave or of Manila hemp","2007-01-01","#NA","87092","5702509000","80"
"14816","87111","5702509090","80","Other","2007-01-01","#NA","87092","5702509000","80"
"14817","42388","5702910000","10","Other, not of pile construction, made up","1972-01-01","#NA","42350","5702000000","80"
"14818","42389","5702910000","80","Of wool or fine animal hair","1972-01-01","#NA","42388","5702910000","10"
"14819","42390","5702920000","80","Of man-made textile materials","1972-01-01","#NA","42388","5702910000","10"
"14820","80967","5702921000","80","Of polypropylene","2005-01-01","#NA","42390","5702920000","80"
"14821","80894","5702929000","80","Other","2005-01-01","#NA","42390","5702920000","80"
"14822","42391","5702990000","80","Of other textile materials","1972-01-01","#NA","42388","5702910000","10"
"14823","42392","5702990010","80","Of jute or of other textile bast fibres falling within heading  5303","1972-01-01","#NA","42391","5702990000","80"
"14824","42394","5702990030","80","Of sisal, of other fibres of the genus Agave or of Manila hemp","1990-01-01","#NA","42391","5702990000","80"
"14825","42395","5702990090","80","Other","1972-01-01","#NA","42391","5702990000","80"
"14826","42396","5703000000","80","Carpets and other textile floor coverings, tufted, whether or not made up","1972-01-01","#NA","38920","3915000000","10"
"14827","42397","5703100000","80","Of wool or fine animal hair","1972-01-01","#NA","42396","5703000000","80"
"14828","42400","5703200000","80","Of nylon or other polyamides","1972-01-01","#NA","42396","5703000000","80"
"14829","89674","5703201200","10","Printed","2008-01-01","#NA","42400","5703200000","80"
"14830","89654","5703201200","80","Tiles, having a maximum surface area of 1 m<sup>2</sup>","2008-01-01","#NA","89674","5703201200","10"
"14831","89664","5703201800","80","Other","2008-01-01","#NA","89674","5703201200","10"
"14832","89675","5703209200","10","Other","2008-01-01","#NA","42400","5703200000","80"
"14833","89655","5703209200","80","Tiles, having a maximum surface area of 1 m<sup>2</sup>","2008-01-01","#NA","89675","5703209200","10"
"14834","89665","5703209800","80","Other","2008-01-01","#NA","89675","5703209200","10"
"14835","42407","5703300000","80","Of other man-made textile materials","1972-01-01","#NA","42396","5703000000","80"
"14836","89676","5703301200","10","Of polypropylene","2008-01-01","#NA","42407","5703300000","80"
"14837","89656","5703301200","80","Tiles, having a maximum surface area of 1 m<sup>2</sup>","2008-01-01","#NA","89676","5703301200","10"
"14838","89668","5703301800","80","Other","2008-01-01","#NA","89676","5703301200","10"
"14839","89677","5703308200","10","Other","2008-01-01","#NA","42407","5703300000","80"
"14840","89658","5703308200","80","Tiles, having a maximum surface area of 1 m<sup>2</sup>","2008-01-01","#NA","89677","5703308200","10"
"14841","89666","5703308800","80","Other","2008-01-01","#NA","89677","5703308200","10"
"14842","42418","5703900000","80","Of other textile materials","1972-01-01","#NA","42396","5703000000","80"
"14843","89685","5703902000","80","Tiles, having a maximum surface area of 1 m<sup>2</sup>","2008-01-01","#NA","42418","5703900000","80"
"14844","89686","5703902010","80","Of jute or of other textile bast fibres falling within heading  5303","2008-01-01","#NA","89685","5703902000","80"
"14845","89687","5703902090","80","Other","2008-01-01","#NA","89685","5703902000","80"
"14846","89667","5703908000","80","Other","2008-01-01","#NA","42418","5703900000","80"
"14847","89688","5703908010","80","Of jute or of other textile bast fibres falling within heading  5303","2008-01-01","#NA","89667","5703908000","80"
"14848","89689","5703908090","80","Other","2008-01-01","#NA","89667","5703908000","80"
"14849","42423","5704000000","80","Carpets and other textile floor coverings, of felt, not tufted or flocked, whether or not made up","1972-01-01","#NA","38920","3915000000","10"
"14850","42424","5704100000","80","Tiles, having a maximum surface area of 0,3 m<sup>2</sup>","1972-01-01","#NA","42423","5704000000","80"
"14851","102379","5704200000","80","Tiles, having a maximum surface area exceeding 0,3 m<sup>2</sup>, but not exceeding 1 m<sup>2</sup>","2017-01-01","#NA","42423","5704000000","80"
"14852","102705","5704200010","80","Hand-made","2017-01-01","#NA","102379","5704200000","80"
"14853","102706","5704200090","80","Other","2017-01-01","#NA","102379","5704200000","80"
"14854","42425","5704900000","80","Other","1972-01-01","#NA","42423","5704000000","80"
"14855","42426","5704900010","80","Hand-made","1972-01-01","#NA","42425","5704900000","80"
"14856","42427","5704900090","80","Other","1972-01-01","#NA","42425","5704900000","80"
"14857","42428","5705000000","80","Other carpets and other textile floor coverings, whether or not made up","1972-01-01","#NA","38920","3915000000","10"
"14858","70378","5705003000","80","Of man-made textile materials","1999-01-01","#NA","42428","5705000000","80"
"14859","70282","5705003010","80","Hand-made","1999-01-01","#NA","70378","5705003000","80"
"14860","70283","5705003090","80","Other","1999-01-01","#NA","70378","5705003000","80"
"14861","93013","5705008000","80","Of other textile materials","2011-01-01","#NA","42428","5705000000","80"
"14862","93017","5705008031","10","Of sisal, of other fibres of the genus Agave or of Manila hemp","2011-01-01","#NA","93013","5705008000","80"
"14863","93018","5705008031","80","Hand-made","2011-01-01","#NA","93017","5705008031","10"
"14864","93019","5705008039","80","Other","2011-01-01","#NA","93017","5705008031","10"
"14865","93020","5705008091","10","Other","2011-01-01","#NA","93013","5705008000","80"
"14866","93021","5705008091","80","Hand-made","2011-01-01","#NA","93020","5705008091","10"
"14867","93022","5705008099","80","Other","2011-01-01","#NA","93020","5705008091","10"
"14868","42449","5800000000","80","SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY","1971-12-31","#NA","#NA","#NA","#NA"
"14869","42450","5801000000","80","Woven pile fabrics and chenille fabrics, other than fabrics of heading 5802 or 5806","1972-01-01","#NA","38920","3915000000","10"
"14870","42451","5801100000","80","Of wool or fine animal hair","1972-01-01","#NA","42450","5801000000","80"
"14871","42452","5801210000","10","Of cotton","1972-01-01","#NA","42450","5801000000","80"
"14872","42453","5801210000","80","Uncut weft pile fabrics","1972-01-01","#NA","42452","5801210000","10"
"14873","42454","5801210010","80","Manufactured on handlooms","1972-01-01","#NA","42453","5801210000","80"
"14874","42455","5801210090","80","Other","1972-01-01","#NA","42453","5801210000","80"
"14875","42456","5801220000","80","Cut corduroy","1972-01-01","#NA","42452","5801210000","10"
"14876","42457","5801220010","80","Manufactured on handlooms","1972-01-01","#NA","42456","5801220000","80"
"14877","42458","5801220090","80","Other","1972-01-01","#NA","42456","5801220000","80"
"14878","42459","5801230000","80","Other weft pile fabrics","1972-01-01","#NA","42452","5801210000","10"
"14879","42460","5801230010","80","Manufactured on handlooms","1972-01-01","#NA","42459","5801230000","80"
"14880","42461","5801230090","80","Other","1972-01-01","#NA","42459","5801230000","80"
"14881","42468","5801260000","80","Chenille fabrics","1972-01-01","#NA","42452","5801210000","10"
"14882","42469","5801260010","80","Manufactured on handlooms","1972-01-01","#NA","42468","5801260000","80"
"14883","42470","5801260090","80","Other","1972-01-01","#NA","42468","5801260000","80"
"14884","95694","5801270000","80","Warp pile fabrics","2012-01-01","#NA","42452","5801210000","10"
"14885","95695","5801270010","80","Manufactured on handlooms","2012-01-01","#NA","95694","5801270000","80"
"14886","95696","5801270090","80","Other","2012-01-01","#NA","95694","5801270000","80"
"14887","42471","5801310000","10","Of man-made fibres","1972-01-01","#NA","42450","5801000000","80"
"14888","42472","5801310000","80","Uncut weft pile fabrics","1972-01-01","#NA","42471","5801310000","10"
"14889","42473","5801320000","80","Cut corduroy","1972-01-01","#NA","42471","5801310000","10"
"14890","42474","5801330000","80","Other weft pile fabrics","1972-01-01","#NA","42471","5801310000","10"
"14891","42477","5801360000","80","Chenille fabrics","1972-01-01","#NA","42471","5801310000","10"
"14892","95697","5801370000","80","Warp pile fabrics","2012-01-01","#NA","42471","5801310000","10"
"14893","42478","5801900000","80","Of other textile materials","1972-01-01","#NA","42450","5801000000","80"
"14894","42479","5801901000","80","Of flax","1972-01-01","#NA","42478","5801900000","80"
"14895","42480","5801909000","80","Other","1972-01-01","#NA","42478","5801900000","80"
"14896","42481","5801909010","80","Of silk, of noil silk or of other silk waste","1989-01-01","#NA","42480","5801909000","80"
"14897","71052","5801909020","80","Of ramie","1999-01-01","#NA","42480","5801909000","80"
"14898","42483","5801909090","80","Other","1989-01-01","#NA","42480","5801909000","80"
"14899","42484","5802000000","80","Terry towelling and similar woven terry fabrics, other than narrow fabrics of heading|5806; tufted textile fabrics, other than products of heading|5703","1972-01-01","#NA","38920","3915000000","10"
"14900","42485","5802110000","10","Terry towelling and similar woven terry fabrics, of cotton","1972-01-01","#NA","42484","5802000000","80"
"14901","42486","5802110000","80","Unbleached","1972-01-01","#NA","42485","5802110000","10"
"14902","42487","5802190000","80","Other","1972-01-01","#NA","42485","5802110000","10"
"14903","42488","5802200000","80","Terry towelling and similar woven terry fabrics, of other textile materials","1972-01-01","#NA","42484","5802000000","80"
"14904","42489","5802300000","80","Tufted textile fabrics","1972-01-01","#NA","42484","5802000000","80"
"14905","42492","5803000000","80","Gauze, other than narrow fabrics of heading 5806","1972-01-01","#NA","38920","3915000000","10"
"14906","87124","5803001000","80","Of cotton","2007-01-01","#NA","42492","5803000000","80"
"14907","87125","5803001010","80","Manufactured on handlooms","2007-01-01","#NA","87124","5803001000","80"
"14908","87126","5803001091","10","Other","2007-01-01","#NA","87124","5803001000","80"
"14909","87127","5803001091","80","Gauze of cotton, of a width of less than 1 500 mm","2007-01-01","#NA","87126","5803001091","10"
"14910","87128","5803001099","80","Other","2007-01-01","#NA","87126","5803001091","10"
"14911","87129","5803003000","80","Of silk or silk waste","2007-01-01","#NA","42492","5803000000","80"
"14912","87130","5803003010","80","Manufactured on handlooms","2007-01-01","#NA","87129","5803003000","80"
"14913","87131","5803003090","80","Other","2007-01-01","#NA","87129","5803003000","80"
"14914","87132","5803009000","80","Other","2007-01-01","#NA","42492","5803000000","80"
"14915","87133","5803009010","80","Of synthetic fibres","2007-01-01","#NA","87132","5803009000","80"
"14916","87134","5803009020","80","Of artificial fibres","2007-01-01","#NA","87132","5803009000","80"
"14917","87135","5803009090","80","Other","2007-01-01","#NA","87132","5803009000","80"
"14918","42503","5804000000","80","Tulles and other net fabrics, not including woven, knitted or crocheted fabrics; lace in the piece, in strips or in motifs, other than fabrics of headings 6002 to 6006","1972-01-01","#NA","38920","3915000000","10"
"14919","42504","5804100000","80","Tulles and other net fabrics","1972-01-01","#NA","42503","5804000000","80"
"14920","90625","5804101000","80","Plain","2009-01-01","#NA","42504","5804100000","80"
"14921","42508","5804109000","80","Other","1972-01-01","#NA","42504","5804100000","80"
"14922","42509","5804210000","10","Mechanically made lace","1972-01-01","#NA","42503","5804000000","80"
"14923","42510","5804210000","80","Of man-made fibres","1972-01-01","#NA","42509","5804210000","10"
"14924","42513","5804290000","80","Of other textile materials","1972-01-01","#NA","42509","5804210000","10"
"14925","42516","5804300000","80","Handmade lace","1972-01-01","#NA","42503","5804000000","80"
"14926","42517","5805000000","80","Hand-woven tapestries of the type Gobelins, Flanders, Aubusson, Beauvais and the like, and needle-worked tapestries (for example, petit point, cross stitch), whether or not made up","1972-01-01","#NA","38920","3915000000","10"
"14927","42518","5806000000","80","Narrow woven fabrics, other than goods of heading 5807; narrow fabrics consisting of warp without weft assembled by means of an adhesive (bolducs)","1972-01-01","#NA","38920","3915000000","10"
"14928","42519","5806100000","80","Woven pile fabrics (including terry towelling and similar terry fabrics) and chenille fabrics","1972-01-01","#NA","42518","5806000000","80"
"14929","42520","5806100010","80","Of silk, of noil silk or of other silk waste","1972-01-01","#NA","42519","5806100000","80"
"14930","42521","5806100090","80","Of other textile materials","1972-01-01","#NA","42519","5806100000","80"
"14931","42522","5806200000","80","Other woven fabrics, containing by weight 5|% or more of elastomeric yarn or rubber thread","1972-01-01","#NA","42518","5806000000","80"
"14932","42523","5806310000","10","Other woven fabrics","1972-01-01","#NA","42518","5806000000","80"
"14933","42524","5806310000","80","Of cotton","1972-01-01","#NA","42523","5806310000","10"
"14934","42527","5806320000","80","Of man-made fibres","1972-01-01","#NA","42523","5806310000","10"
"14935","42528","5806321000","80","With real selvedges","1972-01-01","#NA","42527","5806320000","80"
"14936","42529","5806329000","80","Other","1972-01-01","#NA","42527","5806320000","80"
"14937","42530","5806390000","80","Of other textile materials","1972-01-01","#NA","42523","5806310000","10"
"14938","42531","5806390010","80","Of jute or of other textile bast fibres of heading 5303","1972-01-01","#NA","42530","5806390000","80"
"14939","42532","5806390090","80","Other","1972-01-01","#NA","42530","5806390000","80"
"14940","42533","5806400000","80","Fabrics consisting of warp without weft assembled by means of an adhesive (bolducs)","1972-01-01","#NA","42518","5806000000","80"
"14941","42534","5806400010","80","Of jute or of other textile bast fibres of heading 5303","1972-01-01","#NA","42533","5806400000","80"
"14942","42535","5806400090","80","Other","1972-01-01","#NA","42533","5806400000","80"
"14943","42536","5807000000","80","Labels, badges and similar articles of textile materials, in the piece, in strips or cut to shape or size, not embroidered","1972-01-01","#NA","38920","3915000000","10"
"14944","42537","5807100000","80","Woven","1972-01-01","#NA","42536","5807000000","80"
"14945","42538","5807101000","80","With woven inscription","1972-01-01","#NA","42537","5807100000","80"
"14946","42539","5807109000","80","Other","1972-01-01","#NA","42537","5807100000","80"
"14947","42540","5807900000","80","Other","1972-01-01","#NA","42536","5807000000","80"
"14948","42541","5807901000","80","Of felt or nonwovens","1972-01-01","#NA","42540","5807900000","80"
"14949","42542","5807901010","80","Of felt","1972-01-01","#NA","42541","5807901000","80"
"14950","42543","5807901090","80","Other","1972-01-01","#NA","42541","5807901000","80"
"14951","42544","5807909000","80","Other","1972-01-01","#NA","42540","5807900000","80"
"14952","42547","5808000000","80","Braids in the piece; ornamental trimmings in the piece, without embroidery, other than knitted or crocheted; tassels, pompons and similar articles","1972-01-01","#NA","38920","3915000000","10"
"14953","42548","5808100000","80","Braids, in the piece","1972-01-01","#NA","42547","5808000000","80"
"14954","42549","5808900000","80","Other","1972-01-01","#NA","42547","5808000000","80"
"14955","42550","5809000000","80","Woven fabrics of metal thread and woven fabrics of metallised yarn of heading 5605, of a kind used in apparel, as furnishing fabrics or for similar purposes, not elsewhere specified or included","1972-01-01","#NA","38920","3915000000","10"
"14956","42551","5810000000","80","Embroidery in the piece, in strips or in motifs","1972-01-01","#NA","38920","3915000000","10"
"14957","42552","5810100000","80","Embroidery without visible ground","1972-01-01","#NA","42551","5810000000","80"
"14958","42553","5810101000","80","Of a value exceeding 29.00 GBP/kg (net weight)","1972-01-01","#NA","42552","5810100000","80"
"14959","42554","5810101010","80","Hand-made","1972-01-01","#NA","42553","5810101000","80"
"14960","42555","5810101090","80","Other","1972-01-01","#NA","42553","5810101000","80"
"14961","42556","5810109000","80","Other","1972-01-01","#NA","42552","5810100000","80"
"14962","42557","5810109010","80","Hand-made","1972-01-01","#NA","42556","5810109000","80"
"14963","42558","5810109090","80","Other","1972-01-01","#NA","42556","5810109000","80"
"14964","42559","5810910000","10","Other embroidery","1972-01-01","#NA","42551","5810000000","80"
"14965","42560","5810910000","80","Of cotton","1972-01-01","#NA","42559","5810910000","10"
"14966","42561","5810911000","80","Of a value exceeding 14.00 GBP/kg (net weight)","1972-01-01","#NA","42560","5810910000","80"
"14967","42562","5810911010","80","Hand-made","1972-01-01","#NA","42561","5810911000","80"
"14968","42563","5810911090","80","Other","1972-01-01","#NA","42561","5810911000","80"
"14969","42564","5810919000","80","Other","1972-01-01","#NA","42560","5810910000","80"
"14970","42565","5810919010","80","Hand-made","1972-01-01","#NA","42564","5810919000","80"
"14971","42566","5810919090","80","Other","1972-01-01","#NA","42564","5810919000","80"
"14972","42567","5810920000","80","Of man-made fibres","1972-01-01","#NA","42559","5810910000","10"
"14973","42568","5810921000","80","Of a value exceeding 14.00 GBP/kg (net weight)","1972-01-01","#NA","42567","5810920000","80"
"14974","42569","5810921010","80","Hand-made","1972-01-01","#NA","42568","5810921000","80"
"14975","42570","5810921090","80","Other","1972-01-01","#NA","42568","5810921000","80"
"14976","42571","5810929000","80","Other","1972-01-01","#NA","42567","5810920000","80"
"14977","42572","5810929010","80","Hand-made","1972-01-01","#NA","42571","5810929000","80"
"14978","42573","5810929090","80","Other","1972-01-01","#NA","42571","5810929000","80"
"14979","42574","5810990000","80","Of other textile materials","1972-01-01","#NA","42559","5810910000","10"
"14980","42575","5810991000","80","Of a value exceeding 14.00 GBP/kg (net weight)","1972-01-01","#NA","42574","5810990000","80"
"14981","42576","5810991010","80","Hand-made","1972-01-01","#NA","42575","5810991000","80"
"14982","42577","5810991090","80","Other","1972-01-01","#NA","42575","5810991000","80"
"14983","42578","5810999000","80","Other","1972-01-01","#NA","42574","5810990000","80"
"14984","42579","5810999010","80","Hand-made","1972-01-01","#NA","42578","5810999000","80"
"14985","42580","5810999090","80","Other","1972-01-01","#NA","42578","5810999000","80"
"14986","42581","5811000000","80","Quilted textile products in the piece, composed of one or more layers of textile materials assembled with padding by stitching or otherwise, other than embroidery of heading 5810","1972-01-01","#NA","38920","3915000000","10"
"14987","91338","5811000020","80","Knitted or crocheted","2009-07-01","#NA","42581","5811000000","80"
"14988","91336","5811000093","10","Other","2009-07-01","#NA","42581","5811000000","80"
"14989","91337","5811000093","80","Of cotton","2009-07-01","#NA","91336","5811000093","10"
"14990","42598","5811000095","80","Of synthetic filaments","1989-01-01","#NA","91336","5811000093","10"
"14991","42599","5811000096","80","Of artificial filaments","1989-01-01","#NA","91336","5811000093","10"
"14992","42600","5811000099","80","Other","1972-01-01","#NA","91336","5811000093","10"
"14993","42601","5900000000","80","IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE","1971-12-31","#NA","#NA","#NA","#NA"
"14994","42602","5901000000","80","Textile fabrics coated with gum or amylaceous substances, of a kind used for the outer covers of books or the like; tracing cloth; prepared painting canvas; buckram and similar stiffened textile fabrics of a kind used for hat foundations","1972-01-01","#NA","38920","3915000000","10"
"14995","42603","5901100000","80","Textile fabrics coated with gum or amylaceous substances, of a kind used for the outer covers of books or the like","1972-01-01","#NA","42602","5901000000","80"
"14996","42604","5901900000","80","Other","1972-01-01","#NA","42602","5901000000","80"
"14997","42605","5902000000","80","Tyre cord fabric of high-tenacity yarn of nylon or other polyamides, polyesters or viscose rayon","1972-01-01","#NA","38920","3915000000","10"
"14998","42606","5902100000","80","Of nylon or other polyamides","1972-01-01","#NA","42605","5902000000","80"
"14999","42607","5902101000","80","Impregnated with rubber","1972-01-01","#NA","42606","5902100000","80"
"15000","42608","5902109000","80","Other","1972-01-01","#NA","42606","5902100000","80"
"15001","42609","5902200000","80","Of polyesters","1972-01-01","#NA","42605","5902000000","80"
"15002","42610","5902201000","80","Impregnated with rubber","1972-01-01","#NA","42609","5902200000","80"
"15003","42611","5902209000","80","Other","1972-01-01","#NA","42609","5902200000","80"
"15004","42612","5902900000","80","Other","1972-01-01","#NA","42605","5902000000","80"
"15005","42613","5902901000","80","Impregnated with rubber","1972-01-01","#NA","42612","5902900000","80"
"15006","42614","5902909000","80","Other","1972-01-01","#NA","42612","5902900000","80"
"15007","42615","5903000000","80","Textile fabrics impregnated, coated, covered or laminated with plastics, other than those of heading 5902","1972-01-01","#NA","38920","3915000000","10"
"15008","42616","5903100000","80","With poly(vinyl chloride)","1972-01-01","#NA","42615","5903000000","80"
"15009","42617","5903101000","80","Impregnated","1972-01-01","#NA","42616","5903100000","80"
"15010","42618","5903109000","80","Coated, covered or laminated","1972-01-01","#NA","42616","5903100000","80"
"15011","42621","5903200000","80","With polyurethane","1972-01-01","#NA","42615","5903000000","80"
"15012","42622","5903201000","80","Impregnated","1972-01-01","#NA","42621","5903200000","80"
"15013","42623","5903209000","80","Coated, covered or laminated","1972-01-01","#NA","42621","5903200000","80"
"15014","102699","5903209020","80","Two layers' plastic-laminated textile fabric with:<br>•	one layer consisting of knitted or crocheted polyester textile fabric,<br>•	other layer consisting of polyurethane foam,<br>•	a weight of 150g/m2 or more, but not more than 500g/m2,<br>•	a thickness of 1mm or more, but not more than 5mm<br>for use in the manufacture of the retractable roof of motor vehicles <br>","2017-01-01","#NA","42623","5903209000","80"
"15015","42625","5903209090","80","Other","1972-01-01","#NA","42623","5903209000","80"
"15016","42626","5903900000","80","Other","1972-01-01","#NA","42615","5903000000","80"
"15017","42627","5903901000","80","Impregnated","1972-01-01","#NA","42626","5903900000","80"
"15018","42628","5903909100","10","Coated, covered or laminated","1972-01-01","#NA","42626","5903900000","80"
"15019","42629","5903909100","80","With cellulose derivatives or other plastics, with the fabric forming the right side","1972-01-01","#NA","42628","5903909100","10"
"15020","42630","5903909900","80","Other","1972-01-01","#NA","42628","5903909100","10"
"15021","42634","5904000000","80","Linoleum, whether or not cut to shape; floor coverings consisting of a coating or covering applied on a textile backing, whether or not cut to shape","1972-01-01","#NA","38920","3915000000","10"
"15022","42635","5904100000","80","Linoleum","1972-01-01","#NA","42634","5904000000","80"
"15023","73875","5904900000","80","Other","2002-01-01","#NA","42634","5904000000","80"
"15024","42641","5905000000","80","Textile wall coverings","1972-01-01","#NA","38920","3915000000","10"
"15025","42642","5905001000","80","Consisting of parallel yarns, fixed on a backing of any material","1972-01-01","#NA","42641","5905000000","80"
"15026","70284","5905003000","10","Other","1999-01-01","#NA","42641","5905000000","80"
"15027","70344","5905003000","80","Of flax","1999-01-01","#NA","70284","5905003000","10"
"15028","42647","5905005000","80","Of jute","1972-01-01","#NA","70284","5905003000","10"
"15029","42648","5905007000","80","Of man-made fibres","1972-01-01","#NA","70284","5905003000","10"
"15030","42649","5905007010","80","Woven, of synthetic fibres (staple or waste)","1972-01-01","#NA","42648","5905007000","80"
"15031","42650","5905007020","80","Woven, of continuous artificial fibres","1972-01-01","#NA","42648","5905007000","80"
"15032","42651","5905007030","80","Woven, of artificial staple fibres","1972-01-01","#NA","42648","5905007000","80"
"15033","42652","5905007040","80","Nonwovens","1972-01-01","#NA","42648","5905007000","80"
"15034","42653","5905007050","80","Felt","1972-01-01","#NA","42648","5905007000","80"
"15035","42654","5905007090","80","Other","1972-01-01","#NA","42648","5905007000","80"
"15036","42655","5905009000","80","Other","1972-01-01","#NA","70284","5905003000","10"
"15037","71516","5905009010","80","Of other textile bast fibres of heading 5303","2000-01-01","#NA","42655","5905009000","80"
"15038","42657","5905009020","80","Of silk","1989-01-01","#NA","42655","5905009000","80"
"15039","42658","5905009090","80","Other","1972-01-01","#NA","42655","5905009000","80"
"15040","42659","5906000000","80","Rubberised textile fabrics, other than those of heading 5902","1972-01-01","#NA","38920","3915000000","10"
"15041","42660","5906100000","80","Adhesive tape of a width not exceeding 20 cm","1972-01-01","#NA","42659","5906000000","80"
"15042","42663","5906910000","10","Other","1972-01-01","#NA","42659","5906000000","80"
"15043","42664","5906910000","80","Knitted or crocheted","1972-01-01","#NA","42663","5906910000","10"
"15044","42665","5906990000","80","Other","1972-01-01","#NA","42663","5906910000","10"
"15045","42666","5906991000","80","Fabrics mentioned in note 4(c) to this chapter","1972-01-01","#NA","42665","5906990000","80"
"15046","42667","5906999000","80","Other","1972-01-01","#NA","42665","5906990000","80"
"15047","76770","5906999010","80","Rubberised textile fabric, consisting of warp yarns of polyamide-6,6 and weft yarns of polyamide-6,6, polyurethane and a copolymer of terephthalic acid, p-phenylenediamine and 3,4'-oxybis(phenyleneamine)","2003-07-01","#NA","42667","5906999000","80"
"15048","100485","5906999020","80","Woven and laminated rubberised textile fabric with the following characteristics: <br>- with three layers, <br>- one outer layer consists of acrylic fabric,   <br>- the other outer layer consists of polyester fabric, <br>- the middle layer consists of chlorobutyl rubber, <br>- the middle layer has a weight of 452 g/m² or more but not more than 569 g/m², <br>- the textile fabric has a total weight of 952 g/m² or more but not more than 1159 g/m², and<br>- the textile fabric has a total thickness of 0.8 mm or more but not more than 4 mm, <br>used for the manufacture of the retractable roof of motor vehicles<br>","2017-01-01","#NA","42667","5906999000","80"
"15049","76864","5906999090","80","Other","2003-07-01","#NA","42667","5906999000","80"
"15050","42668","5907000000","80","Textile fabrics otherwise impregnated, coated or covered; painted canvas being theatrical scenery, studio backcloths or the like","1972-01-01","#NA","38920","3915000000","10"
"15051","90627","5907000010","80","Textile fabrics, coated with adhesive in which are embedded spheres of a diameter not exceeding 150 µm","2009-01-01","#NA","42668","5907000000","80"
"15052","90628","5907000090","80","Other","2009-01-01","#NA","42668","5907000000","80"
"15053","42671","5908000000","80","Textile wicks, woven, plaited or knitted, for lamps, stoves, lighters, candles or the like; incandescent gas mantles and tubular knitted gas-mantle fabric therefor, whether or not impregnated","1972-01-01","#NA","38920","3915000000","10"
"15054","42672","5909000000","80","Textile hosepiping and similar textile tubing, with or without lining, armour or accessories of other materials","1972-01-01","#NA","38920","3915000000","10"
"15055","42673","5909001000","80","Of synthetic fibres","1972-01-01","#NA","42672","5909000000","80"
"15056","42674","5909009000","80","Of other textile materials","1972-01-01","#NA","42672","5909000000","80"
